Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls
78,415,No,Yes,25,197.4,73,33.56,295.7,113
94,510,No,No,0,163.5,136,27.8,143.7,111
85,415,No,No,0,236.9,93,40.27,197.7,113
89,415,No,No,0,82.3,77,13.99,167.2,80
128,415,No,No,0,216,111,36.72,153.7,115
115,415,Yes,No,0,180,119,30.6,198.8,126
76,415,No,No,0,143.7,55,24.43,173.1,108
75,415,No,Yes,39,198.2,107,33.69,280.4,132
90,415,No,Yes,29,185.6,106,31.55,219.7,113
30,408,No,No,0,137.6,108,23.39,162,80
105,415,Yes,No,0,273.9,119,46.56,278.6,103
102,415,No,Yes,31,125.3,92,21.3,141.2,108
83,415,No,No,0,178.8,102,30.4,167.9,84
63,510,No,Yes,49,214.9,86,36.53,198.2,89
155,408,No,No,0,163,93,27.71,203.9,102
82,415,No,Yes,29,163.8,77,27.85,134.9,112
87,510,No,No,0,189.5,113,32.22,204.9,100
115,415,No,Yes,26,155.2,110,26.38,230.9,133
99,510,Yes,No,0,242.3,102,41.19,350.9,102
121,415,Yes,Yes,44,254.1,127,43.2,180.2,108
54,510,No,Yes,33,112,90,19.04,208,112
105,408,No,No,0,115.5,73,19.64,267.3,83
73,415,No,No,0,137.1,102,23.31,210.8,114
95,415,No,No,0,198.4,113,33.73,235.9,144
21,415,No,Yes,19,132.7,94,22.56,204.6,101
163,408,No,Yes,25,219.6,99,37.33,210.4,99
57,415,No,No,0,169.6,96,28.83,234.7,112
104,408,Yes,No,0,160.4,73,27.27,293.9,103
83,415,No,Yes,20,95,89,16.15,167.9,92
141,415,No,No,0,160.1,87,27.22,256.7,120
95,415,No,No,0,194.6,114,33.08,232.8,106
184,415,No,No,0,236.4,73,40.19,287.3,120
74,408,No,No,0,157.1,95,26.71,213.1,36
67,415,No,No,0,179.8,125,30.57,173.2,86
104,415,Yes,No,0,148.2,108,25.19,161.8,113
71,415,No,Yes,39,183.2,103,31.14,209.4,111
149,415,No,No,0,119.2,88,20.26,168.3,110
154,408,No,Yes,35,224,102,38.08,192,99
138,510,No,Yes,21,19.5,149,3.32,140.9,109
117,415,No,No,0,184.8,83,31.42,248.6,101
130,408,No,No,0,176.3,140,29.97,201,104
73,415,No,No,0,241.7,115,41.09,168.5,133
100,510,No,Yes,38,224.7,121,38.2,294,131
149,510,No,No,0,207.3,115,35.24,198.4,82
29,408,No,No,0,196.8,81,33.46,168,110
131,510,No,No,0,110.9,74,18.85,115.6,90
153,510,No,No,0,122.5,145,20.83,273.3,103
84,510,No,No,0,226.9,144,38.57,201.6,122
133,510,No,No,0,187,65,31.79,141.4,128
112,415,No,No,0,170.5,113,28.99,193.2,129
87,415,No,No,0,204.8,101,34.82,161,80
72,415,No,No,0,165.9,114,28.2,235.9,97
66,510,No,No,0,154,133,26.18,198.9,121
65,510,No,Yes,29,158.1,104,26.88,322.2,81
74,415,No,No,0,225.2,93,38.28,215.1,120
116,408,No,No,0,159.4,79,27.1,179.5,88
68,510,No,No,0,172.7,95,29.36,139.1,90
68,415,No,No,0,222.8,99,37.88,175.8,85
54,415,Yes,No,0,214.1,77,36.4,240.5,94
99,408,No,No,0,54.8,92,9.32,173,103
107,408,No,No,0,134,104,22.78,174.5,94
124,510,No,No,0,184.8,74,31.42,175.1,84
95,415,No,Yes,36,283.1,112,48.13,286.2,86
173,510,No,No,0,291.8,143,49.61,214.3,134
110,408,No,No,0,222.7,94,37.86,105.8,98
102,510,No,No,0,174.5,79,29.67,236.8,136
130,408,No,No,0,68.4,86,11.63,193.3,110
91,408,No,Yes,31,273,78,46.41,215.5,98
64,415,Yes,No,0,225.3,134,38.3,108.2,87
176,415,No,Yes,23,283.2,130,48.14,162.6,74
93,510,Yes,No,0,131.4,78,22.34,219.7,106
84,510,No,Yes,12,89.7,87,15.25,138.6,73
138,510,No,No,0,127.1,102,21.61,247.7,106
101,415,No,Yes,28,105.9,132,18,231.7,107
136,408,No,No,0,142.3,79,24.19,158,113
111,510,No,No,0,191.3,80,32.52,138.5,94
132,408,No,Yes,36,201.9,93,34.32,156.3,75
128,415,No,No,0,247.3,91,42.04,182.7,60
92,408,No,Yes,38,242.2,96,41.17,159.7,144
197,415,Yes,No,0,127.3,80,21.64,222.3,115
191,408,No,No,0,162,104,27.54,241.2,120
99,415,No,Yes,33,179.1,93,30.45,238.3,102
106,415,No,Yes,31,197.4,125,33.56,123.4,110
88,415,No,No,0,148.2,82,25.19,308.7,67
78,415,No,No,0,193.1,85,32.83,172.1,105
98,408,No,No,0,171.7,99,29.19,174.8,87
17,408,No,Yes,35,198.5,123,33.75,270.6,74
56,415,No,Yes,24,121.7,87,20.69,184,76
84,415,No,No,0,130.2,105,22.13,278,60
95,510,No,No,0,203.4,96,34.58,168.6,61
16,415,No,No,0,174.7,83,29.7,280.8,122
76,510,Yes,No,0,241,120,40.97,231.8,96
93,415,No,No,0,141.7,95,24.09,221,100
83,408,No,No,0,134.8,96,22.92,167.2,78
123,415,No,No,0,163.1,119,27.73,249.4,51
64,408,No,No,0,145.5,116,24.74,228.4,110
82,510,No,No,0,329.8,73,56.07,208.3,120
107,510,No,No,0,194.5,97,33.07,186.3,131
110,510,No,No,0,131.9,93,22.42,272.7,106
96,408,No,Yes,29,150,91,25.5,159.4,75
47,415,No,Yes,30,196.6,93,33.42,241.4,140
115,510,No,No,0,99.7,107,16.95,145.1,96
69,415,No,No,0,143.6,88,24.41,141.8,86
163,408,No,Yes,40,231.9,56,39.42,211.8,91
90,415,No,No,0,37.8,80,6.43,155.3,105
98,415,No,No,0,72.8,107,12.38,186.4,103
90,408,No,Yes,39,94.8,89,16.12,219.1,91
174,415,No,Yes,15,221.8,143,37.71,210.6,115
95,415,No,No,0,269,120,45.73,233.7,120
79,415,No,No,0,268.3,114,45.61,185.5,111
123,415,No,Yes,27,198.7,127,33.78,249,105
99,415,No,No,0,115.5,75,19.64,218.1,111
114,415,No,No,0,202.1,100,34.36,195.7,102
141,510,No,No,0,215.6,113,36.65,200.6,81
132,408,No,No,0,169.9,107,28.88,209.4,121
133,510,No,No,0,201.7,85,34.29,169.4,116
133,408,No,No,0,221.1,133,37.59,160.2,140
93,510,No,Yes,32,218.7,117,37.18,115,61
34,415,No,No,0,293.7,89,49.93,272.5,71
140,415,No,No,0,120.3,108,20.45,240.4,84
96,415,No,Yes,26,175.8,96,29.89,206.6,84
144,510,No,No,0,278.5,95,47.35,240.7,90
24,408,No,Yes,29,236.3,105,40.17,190.8,114
54,415,No,No,0,273.8,113,46.55,119.6,156
50,408,No,No,0,131.1,129,22.29,160.5,94
92,415,No,Yes,23,167.4,83,28.46,258.6,129
96,408,No,No,0,197.7,68,33.61,250.5,53
146,415,No,No,0,169.5,93,28.82,230.9,71
138,415,Yes,Yes,17,225.2,116,38.28,173.4,88
102,408,No,No,0,174.5,73,29.67,213.7,114
76,510,No,No,0,129.7,84,22.05,177.5,80
99,415,No,No,0,200,66,34,107.9,104
83,510,No,Yes,36,95.9,87,16.3,261.6,105
36,510,No,Yes,25,152.8,110,25.98,242.8,67
70,510,No,No,0,129.9,102,22.08,208.7,133
109,415,Yes,No,0,268.4,85,45.63,150.6,131
100,415,No,No,0,188.5,152,32.05,148.3,115
104,408,No,No,0,170.6,97,29,162.1,111
106,415,No,No,0,191.4,124,32.54,200.7,116
84,510,No,No,0,75.3,96,12.8,179.9,113
80,510,No,No,0,149.8,123,25.47,276.3,75
100,510,No,No,0,115.9,87,19.7,111.3,56
99,408,No,No,0,128.8,86,21.9,203.9,105
50,510,No,No,0,131.7,108,22.39,216.5,103
105,415,No,No,0,101.4,48,17.24,159.1,119
113,415,No,Yes,23,149,104,25.33,235.8,67
111,415,No,Yes,36,96.8,123,16.46,170.6,105
161,408,No,No,0,107.5,121,18.28,256.4,46
70,415,No,No,0,232.8,95,39.58,303.4,111
97,415,No,Yes,43,121.1,105,20.59,260.2,115
130,510,No,No,0,124.3,70,21.13,270.7,99
92,415,No,No,0,157.7,101,26.81,298.6,100
119,408,No,No,0,124.3,68,21.13,207.1,88
115,415,No,No,0,286.4,125,48.69,205.7,74
134,415,No,No,0,141.7,95,24.09,205.6,101
127,408,No,Yes,25,173,91,29.41,245.8,64
80,415,No,No,0,268.7,120,45.68,301,147
153,415,No,Yes,31,218.5,130,37.15,134.2,103
85,415,No,No,0,255.3,114,43.4,194.6,83
79,415,No,No,0,41.9,124,7.12,211,95
35,415,No,No,0,260.8,87,44.34,258.1,78
120,408,No,Yes,26,239.4,94,40.7,259.4,88
68,510,No,No,0,226.7,94,38.54,168.4,129
60,408,No,No,0,179.3,147,30.48,208.9,89
120,510,No,No,0,158,110,26.86,197,103
71,510,No,Yes,23,175.7,82,29.87,258.9,136
124,415,No,No,0,157.4,107,26.76,167.8,112
23,510,No,No,0,113.1,74,19.23,168.8,95
225,415,No,No,0,182.7,142,31.06,246.5,63
181,415,Yes,No,0,161.3,83,27.42,124.4,83
63,415,No,No,0,142.5,92,24.23,208.3,102
54,415,Yes,No,0,190.5,108,32.39,259.7,108
80,408,Yes,Yes,15,159.3,110,27.08,170.6,120
118,408,Yes,Yes,39,153.8,106,26.15,123.3,111
42,408,Yes,No,0,180.7,127,30.72,174.6,94
134,408,No,No,0,202.7,105,34.46,224.9,90
66,415,No,Yes,35,190.8,100,32.44,261.3,93
66,415,No,No,0,205.1,102,34.87,232.7,109
127,415,No,Yes,28,235.6,124,40.05,236.8,113
146,510,No,No,0,189.3,77,32.18,155.9,128
93,408,No,Yes,42,166.9,101,28.37,273.2,84
77,415,No,No,0,245.2,87,41.68,254.1,83
111,415,No,No,0,132.6,125,22.54,221.1,67
125,415,No,No,0,182.3,64,30.99,139.8,121
115,510,No,Yes,14,192.3,86,32.69,88.7,90
115,510,Yes,No,0,122,110,20.74,220.2,100
114,408,No,No,0,193,101,32.81,250,81
106,415,No,No,0,158.6,112,26.96,220,114
118,415,No,Yes,39,91.5,125,15.56,219.9,113
59,510,No,No,0,153.6,92,26.11,205.5,88
87,415,Yes,Yes,40,221.6,79,37.67,157.1,74
21,415,No,No,0,244.7,81,41.6,168,117
142,408,No,Yes,24,239.8,103,40.77,285.9,65
62,415,No,No,0,172.4,132,29.31,230.5,100
149,415,No,No,0,242.5,83,41.23,245.4,97
54,510,No,Yes,39,117.6,82,19.99,159.2,60
112,510,No,No,0,174.5,127,29.67,259.3,71
68,510,No,No,0,157.3,83,26.74,220.9,85
201,415,No,Yes,21,192,97,32.64,239.1,81
88,510,No,No,0,218.2,76,37.09,169.3,60
85,415,No,Yes,29,144.6,97,24.58,140,102
51,415,Yes,No,0,153.6,108,26.11,232.9,85
45,510,No,Yes,29,135.8,104,23.09,222.5,101
116,510,No,No,0,160.7,69,27.32,146.8,106
146,408,No,Yes,31,202.5,91,34.43,241.4,108
63,510,No,Yes,34,152.2,119,25.87,227.1,91
133,510,No,No,0,227.4,90,38.66,73.2,135
125,408,No,No,0,191.6,115,32.57,205.6,108
72,510,No,No,0,138.9,111,23.61,211.6,102
130,408,No,No,0,127,102,21.59,206.9,107
97,415,No,No,0,168.6,87,28.66,259.2,105
54,415,No,No,0,286.6,73,48.72,223.2,108
160,415,No,Yes,29,164.6,121,27.98,262.8,108
79,415,No,No,0,144,90,24.48,135.8,91
92,415,No,Yes,47,141.6,95,24.07,207.9,130
59,415,No,No,0,204.3,65,34.73,247.3,123
132,510,No,No,0,163.2,80,27.74,167.6,90
21,510,No,No,0,225,110,38.25,244.2,111
93,415,No,No,0,176.1,103,29.94,199.7,130
147,415,No,Yes,36,254.2,78,43.21,228.1,105
101,510,No,No,0,174.9,105,29.73,262,75
125,415,Yes,No,0,187.3,118,31.84,160.7,111
63,415,No,No,0,211.8,84,36.01,230.9,137
107,415,No,No,0,241.9,102,41.12,126.9,117
110,408,No,No,0,196.1,103,33.34,199.7,123
83,415,No,No,0,231.3,100,39.32,210.4,84
117,408,No,No,0,161.6,104,27.47,196.3,119
124,415,No,No,0,194,103,32.98,241,116
115,510,No,No,0,109.7,148,18.65,223.8,87
156,408,Yes,No,0,277,119,47.09,238.3,106
89,408,No,No,0,192.1,83,32.66,163.6,88
72,415,No,No,0,198.4,147,33.73,216.9,121
101,415,No,Yes,42,209.2,82,35.56,159.7,74
53,415,No,No,0,184.8,98,31.42,216.4,125
116,408,No,No,0,167.8,119,28.53,142,123
78,408,No,No,0,139.2,140,23.66,191.4,113
117,415,No,Yes,17,221.3,82,37.62,167.6,100
56,510,No,No,0,121.6,84,20.67,165.3,115
123,408,No,Yes,39,270.4,99,45.97,245.1,110
127,408,No,No,0,139.6,94,23.73,240.9,112
116,415,No,Yes,23,253,78,43.01,138.9,121
138,510,No,Yes,26,183.9,83,31.26,240.7,93
120,415,No,No,0,203.3,108,34.56,259.9,66
102,408,No,No,0,200.6,106,34.1,152.5,127
95,415,No,No,0,167.6,96,28.49,176,89
102,408,No,No,0,156.5,67,26.61,204.3,103
89,415,No,Yes,25,215.1,140,36.57,197.4,69
50,408,No,No,0,301.7,82,51.29,167.1,118
93,415,No,Yes,42,152.3,90,25.89,267.5,102
68,510,No,No,0,195.4,116,33.22,212.1,101
70,408,No,No,0,208.7,97,35.48,275.5,83
138,415,No,Yes,29,190.1,87,32.32,223.2,123
141,415,No,Yes,37,185.4,87,31.52,178.5,128
112,415,No,Yes,17,183.2,95,31.14,252.8,125
117,510,Yes,No,0,54.2,100,9.21,303.2,84
1,408,No,Yes,26,208,115,35.36,185,113
70,415,No,No,0,230.3,110,39.15,77.9,87
87,510,No,Yes,22,240.8,102,40.94,75.9,106
52,510,No,Yes,21,195.7,119,33.27,106.2,95
97,408,No,No,0,276.1,82,46.94,201.1,106
105,408,No,No,0,166.1,93,28.24,175.9,106
77,510,No,Yes,28,135.9,117,23.1,244.5,102
80,415,Yes,No,0,189.1,122,32.15,223.2,92
120,510,No,Yes,43,177.9,117,30.24,175.1,70
54,408,No,Yes,39,143.9,73,24.46,210.3,117
148,510,Yes,No,0,148.2,138,25.19,159.6,123
119,408,No,No,0,287.1,115,48.81,159.3,99
162,408,No,Yes,26,179.7,144,30.55,218.1,129
85,510,No,No,0,165.8,96,28.19,190,141
101,510,No,Yes,25,144.1,144,24.5,167.6,105
172,415,No,No,0,172.5,85,29.33,253.1,71
80,415,No,No,0,199.8,138,33.97,167.1,91
67,510,No,No,0,109.1,134,18.55,142.3,76
86,408,No,No,0,171.8,106,29.21,301.7,44
107,415,No,No,0,222.3,101,37.79,286,111
133,510,No,No,0,245.8,102,41.79,264.7,90
116,510,No,No,0,164.6,110,27.98,270.6,103
63,408,No,No,0,211.7,107,35.99,271.7,77
119,408,Yes,Yes,16,147.2,103,25.02,160.1,96
133,408,Yes,No,0,254.7,103,43.3,252.2,80
94,408,Yes,No,0,170.1,113,28.92,271.8,94
69,510,No,No,0,195.1,91,33.17,261.5,57
146,408,No,No,0,149.3,83,25.38,187.1,130
119,510,No,No,0,81.9,75,13.92,253.8,114
142,408,Yes,Yes,25,191.1,109,32.49,149.6,120
123,408,No,No,0,206.9,115,35.17,224.4,86
101,408,No,No,0,239,156,40.63,273,106
43,415,No,No,0,179.3,97,30.48,252.7,126
69,408,No,No,0,185.3,91,31.5,219.1,88
15,510,Yes,No,0,141.4,80,24.04,123.9,76
107,510,No,Yes,25,248.6,91,42.26,119.3,115
67,510,No,No,0,152.5,131,25.93,252.4,107
99,415,No,No,0,145.6,102,24.75,230.9,87
46,415,No,No,0,164.2,116,27.91,196.2,153
55,408,Yes,No,0,221,115,37.57,165.4,97
39,415,No,No,0,295.4,126,50.22,232.1,117
92,510,No,No,0,139.8,98,23.77,174.9,143
56,415,No,No,0,162.3,99,27.59,149.1,78
76,415,No,No,0,272.7,97,46.36,236.4,95
132,408,Yes,Yes,33,200.3,75,34.05,226.6,67
140,510,No,Yes,28,157.1,77,26.71,172.4,97
51,510,Yes,Yes,12,135.8,60,23.09,200.6,134
27,408,No,No,0,236.7,110,40.24,231.9,92
224,510,No,No,0,111.4,133,18.94,175,66
105,510,Yes,Yes,28,156.1,89,26.54,107.1,114
117,408,No,No,0,191.1,93,32.49,282.8,56
91,415,No,No,0,153,123,26.01,141.1,127
135,415,No,No,0,218.8,123,37.2,242.8,64
146,415,No,No,0,205.4,101,34.92,134.9,77
147,415,Yes,No,0,225.2,111,38.28,184.9,98
68,510,No,No,0,249.9,127,42.48,254.5,118
68,408,No,No,0,131.6,89,22.37,137,109
86,408,No,Yes,21,197.9,99,33.64,165.6,100
131,415,No,No,0,166.5,129,28.31,210.2,107
86,415,No,Yes,29,225.4,79,38.32,187.1,112
159,415,No,No,0,275.8,103,46.89,189.5,108
134,415,No,Yes,40,142.9,105,24.29,88.6,61
113,510,No,No,0,207.2,113,35.22,256,80
132,408,No,No,0,206.2,100,35.05,211.2,118
85,415,No,No,0,210.3,66,35.75,195.8,76
93,510,Yes,Yes,38,225.7,117,38.37,119.6,122
174,408,No,Yes,33,167.8,91,28.53,205.3,91
61,415,No,No,0,197.7,118,33.61,152.2,96
91,415,No,Yes,39,169.8,105,28.87,65.2,116
88,408,No,Yes,28,190.6,104,32.4,237.3,105
88,408,No,Yes,45,80.3,140,13.65,153.3,101
195,415,No,Yes,36,231.7,110,39.39,225.1,88
182,415,No,No,0,69.1,114,11.75,230.3,109
118,408,No,No,0,188.8,60,32.1,217.4,64
103,408,No,No,0,150.6,125,25.6,169.1,126
65,510,No,No,0,192,89,32.64,139.5,88
61,408,No,Yes,25,163.7,78,27.83,113.2,112
172,415,No,No,0,211.7,100,35.99,198.7,101
72,415,No,No,0,175.5,103,29.84,132.3,120
113,510,No,No,0,150.1,120,25.52,200.1,85
177,408,No,No,0,189.5,99,32.22,176.3,117
100,408,No,No,0,70.8,94,12.04,215.6,102
67,415,No,No,0,215.5,102,36.64,190.7,95
136,415,No,No,0,101.7,105,17.29,202.8,99
71,415,No,No,0,258.4,132,43.93,126.8,119
134,408,No,No,0,242.4,126,41.21,152.9,115
124,415,No,No,0,131.8,82,22.41,284.3,119
84,415,No,No,0,190.2,102,32.33,197.7,141
39,408,No,No,0,154.1,104,26.2,204.2,112
110,510,No,No,0,188,127,31.96,90.5,118
102,510,No,No,0,103.1,70,17.53,275,129
70,415,No,No,0,175.4,130,29.82,159.5,130
142,415,No,No,0,145.4,93,24.72,209.1,98
81,510,Yes,No,0,250.6,85,42.6,187.9,50
17,415,No,No,0,161.5,123,27.46,214.2,81
119,408,No,No,0,260.1,101,44.22,256.5,68
105,415,No,No,0,281.3,124,47.82,301.5,96
108,415,Yes,Yes,42,130.1,90,22.12,167,128
90,415,No,No,0,102,118,17.34,113.3,134
100,415,No,Yes,33,218.7,104,37.18,155,144
155,408,No,Yes,30,128.5,86,21.85,188.4,91
113,510,No,No,0,128.7,100,21.88,227.1,67
123,415,No,No,0,172.2,92,29.27,162.6,76
145,408,No,No,0,199.2,124,33.86,126,86
42,415,No,No,0,184.5,98,31.37,200.5,93
125,510,No,No,0,168.6,99,28.66,175.6,107
131,415,No,Yes,30,174,118,29.58,205.3,81
107,415,No,No,0,230.4,65,39.17,257.4,80
48,408,No,No,0,198.2,73,33.69,202.8,115
76,510,No,No,0,186.1,96,31.64,211.6,100
128,415,No,No,0,148.5,105,25.25,243,106
73,415,No,No,0,157.1,109,26.71,268.8,83
52,415,No,No,0,155,110,26.35,133.4,104
126,415,Yes,Yes,26,129.3,123,21.98,176.5,114
124,415,No,No,0,188.5,77,32.05,182,123
137,408,No,No,0,208.8,120,35.5,225.3,100
71,510,No,No,0,238,82,40.46,278.5,94
139,415,No,No,0,211.1,103,35.89,206.9,108
107,510,No,Yes,30,198.9,87,33.81,207,90
147,408,No,No,0,212.8,79,36.18,204.1,91
116,510,No,No,0,137.4,126,23.36,120,94
60,510,No,Yes,31,191.8,75,32.61,267.8,135
38,510,No,No,0,149,92,25.33,49.2,78
63,408,No,No,0,117.1,118,19.91,249.6,90
94,415,No,No,0,108,79,18.36,241.9,152
131,415,No,No,0,112.8,133,19.18,199.4,116
158,510,No,No,0,175.9,105,29.9,188.3,88
139,510,No,No,0,236.6,109,40.22,169.9,107
77,415,No,No,0,169.4,102,28.8,184.9,144
140,415,No,No,0,129.6,79,22.03,246.2,99
72,408,No,No,0,177.1,97,30.11,184.7,105
52,510,No,Yes,20,133.3,63,22.66,184.1,123
103,510,No,No,0,167.8,121,28.53,212.9,123
74,415,No,Yes,32,174.6,107,29.68,310.6,115
124,415,No,No,0,150.3,101,25.55,255.9,112
85,510,No,Yes,21,283.2,110,48.14,239.7,108
113,408,No,Yes,20,157.8,83,26.83,161.5,56
71,408,No,No,0,141.2,132,24,149.1,90
177,415,No,Yes,27,230.2,106,39.13,196.1,78
49,415,Yes,No,0,237.8,92,40.43,208.9,119
106,510,Yes,No,0,204,84,34.68,168.5,61
60,510,No,No,0,221.1,106,37.59,178.6,48
43,408,No,No,0,177.2,93,30.12,142.6,60
66,510,No,No,0,118,133,20.06,248.1,99
125,415,No,No,0,163.8,73,27.85,255.6,85
114,510,No,Yes,4,141.3,96,24.02,230.4,88
112,415,No,No,0,272.5,119,46.33,226.1,94
101,408,No,Yes,16,118.9,112,20.21,228.3,97
70,415,No,No,0,7.9,100,1.34,136.4,83
59,408,No,No,0,159.5,96,27.12,167.2,123
59,408,No,No,0,150.2,70,25.53,185.7,98
124,415,No,Yes,30,144.5,35,24.57,262.3,101
99,415,No,No,0,140.7,88,23.92,210.9,98
150,510,No,No,0,169.2,123,28.76,216.8,83
81,510,No,No,0,220.8,77,37.54,148.5,87
86,510,No,No,0,216.3,96,36.77,266.3,77
84,510,No,No,0,169.5,96,28.82,157.6,94
118,510,No,Yes,35,256.3,119,43.57,258.1,91
89,415,No,No,0,179.7,128,30.55,299.8,92
93,415,No,No,0,266,120,45.22,130.1,84
85,415,No,No,0,96.7,97,16.44,193.8,95
160,408,No,No,0,82.7,116,14.06,194.6,95
28,415,No,No,0,168.2,87,28.59,161.7,92
73,408,No,No,0,286.4,109,48.69,178.2,67
156,408,No,No,0,174.3,95,29.63,186.6,128
33,415,Yes,No,0,190.6,100,32.4,161.7,104
77,510,No,No,0,175.5,86,29.84,205.1,78
119,415,No,No,0,133.4,102,22.68,204.6,71
91,510,No,Yes,27,204.6,96,34.78,136,93
102,510,No,No,0,242.2,88,41.17,233.2,89
86,415,No,Yes,33,253.1,112,43.03,210.1,94
82,415,No,No,0,130,110,22.1,185.3,88
89,408,No,No,0,105.9,151,18,189.6,142
86,415,No,No,0,194.2,98,33.01,193.8,95
134,408,No,No,0,183.8,111,31.25,123.5,92
92,415,No,No,0,196.5,82,33.41,190,89
87,510,No,No,0,184.5,81,31.37,172,103
64,408,No,No,0,261.9,113,44.52,148.1,99
80,510,No,No,0,202.4,118,34.41,260.2,67
165,415,No,Yes,39,167.4,113,28.46,172.7,94
153,415,No,Yes,22,167.7,104,28.51,246.8,91
41,415,No,Yes,30,191.7,109,32.59,193,86
108,415,No,No,0,240.2,78,40.83,230.3,109
104,415,No,Yes,26,189.1,112,32.15,178.2,97
115,408,No,No,0,127.7,67,21.71,182.9,90
87,415,No,No,0,205.2,106,34.88,99.5,122
159,415,No,Yes,23,153.6,93,26.11,216.9,88
119,510,No,No,0,154.5,129,26.27,193.6,87
69,415,No,No,0,153.7,109,26.13,194,105
87,408,Yes,Yes,36,171.2,138,29.1,185.8,102
93,510,No,No,0,328.1,106,55.78,151.7,89
154,415,Yes,No,0,145.9,69,24.8,208.2,141
57,415,No,Yes,37,201.2,76,34.2,280.1,122
130,510,No,No,0,139.1,72,23.65,246,112
151,415,No,No,0,118.9,128,20.21,278.3,65
162,408,No,No,0,217.6,87,36.99,279,71
60,415,No,No,0,145,133,24.65,209.1,92
81,510,No,No,0,203.5,89,34.6,289.6,69
132,415,No,No,0,240.1,115,40.82,180.4,91
86,408,No,No,0,83.8,121,14.25,240.2,96
136,408,No,No,0,269.8,106,45.87,228.8,101
121,415,No,Yes,21,126.3,84,21.47,209.6,102
105,510,No,Yes,15,88.1,125,14.98,175.9,142
105,415,No,Yes,34,218.5,61,37.15,196.7,74
51,415,No,Yes,26,236.8,61,40.26,263.4,97
64,408,No,No,0,124.1,117,21.1,192.8,108
80,510,Yes,Yes,30,184.2,132,31.31,167.5,109
56,415,No,No,0,222.7,133,37.86,277,89
120,415,No,No,0,149.2,98,25.36,193.6,88
103,510,No,No,0,206.5,125,35.11,180.2,113
164,510,No,Yes,27,159.7,102,27.15,168.8,113
116,415,No,Yes,27,204.7,118,34.8,209.4,91
121,408,No,No,0,213.2,79,36.24,120.7,116
55,415,Yes,No,0,269.6,121,45.83,171.7,91
183,415,No,No,0,116.7,92,19.84,213.8,112
104,408,No,No,0,263.4,101,44.78,235.5,117
90,408,No,No,0,140.2,97,23.83,213.9,102
82,415,No,No,0,197.7,101,33.61,127.6,83
101,415,No,No,0,136.2,92,23.15,220.9,110
9,415,No,Yes,16,88.5,87,15.05,178.8,108
97,415,No,No,0,215.3,58,36.6,242.4,91
94,408,No,No,0,269.2,104,45.76,193.8,144
127,510,No,Yes,25,203.8,118,34.65,267.1,48
125,510,No,Yes,34,268.4,112,45.63,222.2,108
140,415,No,No,0,159.1,104,27.05,269.8,106
90,415,No,No,0,114.4,122,19.45,127.7,154
67,415,No,No,0,138.9,65,23.61,208.9,109
113,415,No,No,0,186,55,31.62,237.4,105
121,510,No,Yes,26,170.4,91,28.97,254.5,90
93,408,No,No,0,164.5,95,27.97,230.9,87
121,408,No,No,0,168.6,121,28.66,168.6,94
53,408,No,No,0,261.2,119,44.4,250.8,105
75,415,No,No,0,190.5,91,32.39,178.4,75
132,510,No,No,0,181.1,121,30.79,314.4,109
162,408,No,No,0,177.1,131,30.11,114.7,122
140,415,No,No,0,160.5,114,27.29,240.5,103
91,408,No,No,0,134.7,116,22.9,295.3,98
73,510,No,Yes,28,198.2,107,33.69,139.1,123
95,408,Yes,No,0,228.9,134,38.91,255.7,71
145,408,No,No,0,241.7,137,41.09,135.8,100
100,415,No,No,0,131.1,108,22.29,176.2,81
122,415,No,No,0,234.1,101,39.8,200.2,121
109,415,No,No,0,200.1,72,34.02,300.9,120
82,408,No,No,0,154,107,26.18,94.4,114
65,415,No,Yes,23,224.2,106,38.11,189.6,100
52,510,No,No,0,148.3,83,25.21,181.6,79
136,415,No,Yes,24,174.6,76,29.68,176.6,114
75,415,No,No,0,138.5,110,23.55,153.2,86
146,408,No,No,0,109,69,18.53,265.8,98
105,408,No,No,0,162.3,99,27.59,212.5,95
48,415,No,No,0,210.8,84,35.84,189.6,98
45,415,No,No,0,142.4,107,24.21,318.7,78
106,415,No,Yes,37,223.5,104,38,235.1,99
33,510,No,No,0,182.5,65,31.03,232.1,96
68,408,No,No,0,219.6,97,37.33,141.1,144
106,408,No,No,0,193.6,66,32.91,238.2,82
141,415,No,No,0,192.4,111,32.71,156.9,87
98,408,No,No,0,236.2,122,40.15,189.4,110
94,510,No,Yes,28,233.2,88,39.64,113.3,102
65,510,No,No,0,158.8,53,27,188.5,132
85,415,No,No,0,126.1,112,21.44,274.7,126
71,510,No,No,0,290.4,108,49.37,253.9,92
112,408,No,Yes,30,60.6,113,10.3,165.9,96
110,415,No,No,0,148.4,95,25.23,193.8,98
111,415,No,No,0,246.5,108,41.91,216.3,89
74,408,No,No,0,298.1,112,50.68,201.3,100
105,510,No,No,0,119.3,82,20.28,185.1,111
40,408,No,No,0,242.5,82,41.23,232.9,97
128,408,Yes,Yes,18,222.1,89,37.76,160.6,109
123,408,No,No,0,236.2,135,40.15,273.9,88
122,510,No,No,0,144.2,87,24.51,212.2,74
114,408,No,Yes,19,154.6,100,26.28,241.6,109
102,415,No,Yes,25,137.4,100,23.36,176.7,83
126,415,No,No,0,103.7,93,17.63,127,107
